Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,"Walmart 1155 (Lumberton, NC)",5070 Fayetteville Road null,,Lumberton,NC,28358,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.665058,-79.006662,2019-11-01,122719,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,La Mirada,14900 La Mirada Blvd.,,La Mirada,CA,90638,,833-632-2778,E,,Public,24 hours daily,,,,,,1.0,3,,Electrify America,https://www.electrifyamerica.com/,GPS,33.895720000000004,-118.008252,2019-11-01,122720,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 3527 Port St Lucie,1675 NW St Lucie West Blvd,,Port St Lucie,FL,34986,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,27.313993,-80.403126,2019-11-01,122721,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,ALAMO CITY H-D,11005 N Interstate 35 Frontage Rd,DCFASTHOG ALAMO; Near main entrance,San Antonio,TX,78233,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,29.539169199999996,-98.3818106,2019-11-01,122732,2019-11-01 09:11:31 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,"Walmart 5195 - Everett, WA",11400 Hwy. 99,,Everett,WA,98204,,833-632-2778,E,,Public,24 hours daily,,,,,,1.0,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.893501,-122.256001,2019-11-01,122743,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 5843 Patterson,1030 Sperry Ave,,Patterson,CA,95363,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.462245,-121.141278,2019-11-01,122744,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,BROWNS JAGUAR,10501 Midlothian Turnpike,DC FAST 01,Richmond,VA,23235,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.506305299999994,-77.59137220000001,2019-11-01,122772,2019-11-01 09:11:31 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,"Walmart 1164 - Columbia, SC",360 Harbison Blvd,,Columbia,SC,29212,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.075111,-81.15224599999999,2019-11-01,122778,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,BARB'S HARLEY,926 E Black Horse Pike,DCFAST HOG OUT; Outside - Customer facing,Mt Ephraim,NJ,8059,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.8896626,-75.0905218,2019-11-01,122783,2019-11-01 09:11:31 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,
ELEC,North Haven PaviIion,100 Universal Dr,,North Haven,CT,6473,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,41.353572,-72.870574,2019-11-01,122800,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,The Shops at Nanuet,75 S Middletown Rd,,Nanuet,NY,10954,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,41.094148,-74.01297,2019-11-01,122801,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Holiday Inn Express Sturbridge,21 New Boston Rd,,Sturbridge,MA,1566,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,42.1138,-72.084988,2019-11-01,122802,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Courtyard Marriott - Rye,631 Midland Ave,,Rye,NY,10580,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,40.989585999999996,-73.67185500000001,2019-11-01,122804,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Nottingham Commons,5267 Cambell Blvd,,Nottingham,MD,21236,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,39.368396999999995,-76.45225699999999,2019-11-01,122805,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Courtyard Marriott - Silver Spring North,12521 Prosperity Dr,,Silver Spring,MD,20904,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,39.061085999999996,-76.96003,2019-11-01,122806,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,ShopRite of Mount Laurel,127 Ark Rd,,Mount Laurel,NJ,8054,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,39.972132,-74.871044,2019-11-01,122807,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 965 - Tomah, WI",222 W McCoy Blvd,,Tomah,WI,54660,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,44.019245,-90.508558,2019-11-01,122809,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,EASTON,4004 Fenlon St,"CPE250 FENLON 1
CPE250 FENLON 2
CT4000 FENLON 1
CT4000 FENLON 2
CT4000 FENLON 3",Columbus,OH,43219,,888-758-4389,E,,Public,24 hours daily,,,,,,6.0,4,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.051795,-82.916306,2019-11-01,122821,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,DC CORRIDOR,200 N 3rd Ave,"OAKDALE C DC1; Facing N. 3rd Ave in parking lot
OAKDALE C DC2; Facing N. 3rd Ave in parking lot
OAKDALE C L2; Facing N. 3rd Ave in parking lot",Oakdale,CA,95361,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,4,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.767323,-120.84886599999999,2019-11-01,122826,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"$0.55 per hour, $0.2 per kWh",,,,,,,,,
ELEC,"Sam's Club 6518 (Bristol, VA)",13249 Lee Highway,,Bristol,VA,24202,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.635754999999996,-82.127622,2019-11-01,122837,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Pleasanton Square Shopping Center - Tesla Supercharger,6000 Johnson Dr,,Pleasanton,CA,94588,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,http://www.teslamotors.com/supercharger,GPS,37.700459,-121.90833799999999,2019-06-06,122856,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Target Superstore - Tesla Supercharger,2615 Tuscany St,,Corona,CA,92881,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,14,,Tesla,http://www.teslamotors.com/supercharger,GPS,33.826527,-117.51553700000001,2019-06-06,122857,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Target - Tesla Supercharger,5769 Lone Tree Way,,Antioch,CA,94531,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,http://www.teslamotors.com/supercharger,GPS,37.962792,-121.737541,2019-06-06,122858,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Falcon Ridge Town Center - Tesla Supercharger,152234 Summit Ave,,Fontana,CA,92336,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,24,,Tesla,http://www.teslamotors.com/supercharger,GPS,34.151032,-117.47101299999999,2019-06-06,122859,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Buena Park Tesla Service Center - Tesla Supercharger,6692 Auto Center Dr,,Buena Park,CA,90621,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,33.863425,-117.991078,2019-06-06,122860,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Milford Travel Plaza North - Tesla Supercharger,I-95 North,,Milford,CT,6460,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,2,,Tesla,http://www.teslamotors.com/supercharger,GPS,41.245832,-73.00907,2019-06-06,122861,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Milford Travel Plaza South - Tesla Supercharger,I-95 South,,Milford,CT,6460,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,2,,Tesla,http://www.teslamotors.com/supercharger,GPS,41.246241999999995,-73.010538,2019-06-06,122862,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Butler Town Center - Tesla Supercharger,3217 SW 35th Blvd,,Gainesville,FL,32608,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,http://www.teslamotors.com/supercharger,GPS,29.624431,-82.376809,2019-06-06,122863,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Plaza Garage - Tesla Supercharger,109 S Capital Ave,,Indianapolis,IN,46225,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,http://www.teslamotors.com/supercharger,GPS,39.765434,-86.161209,2019-06-06,122864,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Annapolis - Tesla Supercharger,1906 Towne Centre Blvd,,Annapolis,MD,21401,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,38.980059000000004,-76.540324,2019-06-06,122865,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Mall at Bay Plaza - Tesla Supercharger,260 Baychester Ave,,Bronx,NY,10475,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,http://www.teslamotors.com/supercharger,GPS,40.863316999999995,-73.828856,2019-06-06,122866,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Cincinnati Tesla Service Center - Tesla Supercharger,9111 Blue Ash Rd,,Cincinnati,OH,45242,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,39.224622,-84.38346700000001,2019-06-06,122867,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,AUTO_REPAIR,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,STUBBS HD,4400 Telephone Rd,"DCFAST HOG
STATION01",Houston,TX,77087,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,1,,ChargePoint Network,http://www.chargepoint.com/,200-9,29.698753000000004,-95.303208,2019-11-01,122872,2019-11-01 09:11:31 UTC,,,,,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,$6.2 per kWh,,,,,,,,,
ELEC,16th & L Street Parking Lot,1601 L Street,,Sacramento,CA,95814,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.576144,-121.48573200000001,2019-11-01,122880,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 3847 - Mesquite, NV",1120 W Pioneer Blvd,,Mesquite,NV,89027,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.806892,-114.107141,2019-11-01,122881,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 4176 Sherwood,21320 Sw Langer Farms Pkwy,,Sherwood,OR,97140,,833-632-2778,E,,Public,24 hours daily,,,,,,1.0,3,,Electrify America,https://www.electrifyamerica.com/,GPS,45.365252000000005,-122.83438799999999,2019-11-01,122883,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 2335 - Madison, WI",4198 Nakoosa Trail,,Madison,WI,53714,,833-632-2778,E,,Public,24 hours daily,,,,,,,5,,Electrify America,https://www.electrifyamerica.com/,GPS,43.110223,-89.31152900000001,2019-11-01,122884,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Target - Tesla Supercharger,1341 Boylston St,,Boston,MA,2215,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,42.344854,-71.099122,2019-08-08,122888,2019-08-08 15:38:00 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Target - Tesla Supercharger,475 Rohnert Park Expressway,,Rohnert Park,CA,94928,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,http://www.teslamotors.com/supercharger,GPS,38.3475,-122.72094399999999,2019-06-06,122889,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Meijer - Tesla Supercharger,6650 Whitestown Pkwy,,Whitestown,IN,46075,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,http://www.teslamotors.com/supercharger,GPS,39.950841,-86.343752,2019-08-08,122890,2019-08-08 15:38:00 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Target - Tesla Supercharger,8148 E Santa Ana Canyon Rd,,Anaheim,CA,92808,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,14,,Tesla,http://www.teslamotors.com/supercharger,GPS,33.866741999999995,-117.74770900000001,2019-08-08,122891,2019-08-08 15:38:00 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Princeton Plaza - Tesla Supercharger,1375 Blossom Hill Rd,,San Jose,CA,95118,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,18,,Tesla,http://www.teslamotors.com/supercharger,GPS,37.244683,-121.891173,2019-06-06,122892,2019-06-06 17:52:59 UTC,P,,,2019-02-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,CITYOFPATTERSON,1033 W Las Palmas Ave,"STATION 1; -
STATION 2",Patterson,CA,95363,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.466908000000004,-121.142172,2019-11-01,122914,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,"$0.5 per hour, $0.1189 per kWh",,,,,,,,,
ELEC,EVERGY,5602 W 136th Ter @ Prairiefire Shopping Center,@PRAREFIRE-093A; EVCS is located just inside the east entrance of the Prairiefire parking garage across the road from Pinstripes.,Overland Park,KS,66224,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.8825531,-94.6505071,2019-11-01,122981,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,
ELEC,"Target T1829 - N Charleston, SC",7250 Rivers Ave,,North Charleston,SC,29406,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,32.935257,-80.037095,2019-11-01,122985,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,MIDTOWN LA,4550 W Pico Blvd,"EV-01
EV-02
MIDTOWN DC; 2nd Fl, P2, along South Wall, Entrance off Venice Blvd.",Los Angeles,CA,90019,,888-758-4389,E,,Public,24 hours daily,,,,,,3.0,2,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.048499,-118.33644699999999,2019-11-01,122996,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $5 per additional hour, $0.2 per kWh",,,,,,,,,
ELEC,"Walmart 2596 - Mount Vernon, WA",2301 Freeway Dr. null,,Mount Vernon,WA,98273,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,48.44174,-122.344757,2019-11-01,123004,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Grand Canyon Railway Hotel,235 N Grand Canyon Blvd,,Williams,AZ,86046,,928-635-4010,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,35.252103000000005,-112.191503,2019-06-06,123009,2019-06-06 17:52:59 UTC,P,,,2019-04-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
ELEC,"Sheetz 197 - Stephens City, VA",747 Fairfax Street,,Stephens City,VA,22655,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.082164,-78.21718800000001,2019-11-01,123029,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Menlo Park Mall,55 Parsonage Rd,,Edison,NJ,8837,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,40.54438,-74.334418,2019-11-01,123036,2019-11-01 09:49:21 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,"Target T2290 - Renton, WA",1215 N Landing Way,,Renton,WA,98057,,833-632-2778,E,,Public,24 hours daily,,,,,,1.0,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.497292,-122.19929499999999,2019-11-01,123050,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,"Target T0843 - Hodgkins, IL",9250 Joliet Rd,,Hodgkins,IL,60525,,833-632-2778,E,,Public,24 hours daily,,,,,,1.0,3,,Electrify America,https://www.electrifyamerica.com/,GPS,41.781508,-87.861046,2019-11-01,123051,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 2652 - Grants, NM",1000 Robert Rd,,Grants,NM,87020,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.125265999999996,-107.824767,2019-11-01,123052,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 1006 - Cordele, GA","1215 E 16th Ave. Cordele, GA 31015 null",,Cordele,GA,31015,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,31.963440000000002,-83.762632,2019-11-01,123053,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 457 - Vidor, TX",1360 North Main Street,,Vidor,TX,77662,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,30.143099,-94.012908,2019-11-01,123054,2019-11-01 09:51:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Hampton Inn & Suites - Blythe,2011 E Donlan St,,Blythe,CA,92225,,866-816-7584,E,,Public,24 hours daily,,,,,,1.0,1,,EV Connect,http://evconnect.com/,GPS,33.606165999999995,-114.5694135,2019-06-06,123188,2019-06-06 17:52:59 UTC,P,,,2019-04-01,,,,,CHADEMO J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
ELEC,Camino Real Marketplace,7095 Market Pl Dr,,Goleta,CA,93117,,866-816-7584,E,,Public,24 hours daily,,,,,,,1,,EV Connect,http://evconnect.com/,GPS,34.4277881,-119.87478540000001,2019-06-06,123227,2019-06-06 17:52:59 UTC,P,,,2019-04-01,,,,,CHADEMO,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,
ELEC,Hampton Inn & Suites,74900 Gerald Ford Dr,,Palm Desert,CA,92211,,866-816-7584,E,,Public,24 hours daily,,,,,,1.0,1,,EV Connect,http://evconnect.com/,GPS,33.7822809,-116.35736750000001,2019-06-06,123230,2019-06-06 17:52:59 UTC,P,,,2019-04-01,,,,,CHADEMO J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
ELEC,Arlington - Tesla Supercharger,2800 Clarendon Blvd,,Arlington,VA,22201,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,18,,Tesla,http://www.teslamotors.com/supercharger,GPS,38.887274,-77.09236899999999,2019-06-06,123372,2019-06-06 17:52:59 UTC,P,,,2019-02-19,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,GREELEY NISSAN,1005 Ken Pratt Blvd,VALLEY NISSAN,Longmont,CO,80501,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.1519191,-105.10881100000002,2019-11-01,123394,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
